feature_id,category,feature
21152,subjects,1980 horror films
21153,subjects,1980 independent films
21154,subjects,1980 martial arts films
21155,subjects,1980 multilingual films
21156,subjects,1980 murders of U.S. missionaries in El Salvador
21157,subjects,1980 romantic comedy films
21158,subjects,1980 romantic drama films
21159,subjects,1980 science fiction films
21160,subjects,1980 television films
21161,subjects,1980 thriller films
21162,subjects,1980s American animated films
21163,subjects,1980s American films
21164,subjects,1980s American sitcoms
21165,subjects,1980s American television specials
21166,subjects,1980s British films
21167,subjects,1980s Canadian animated films
21168,subjects,1980s Canadian films
21169,subjects,1980s Canadian television miniseries
21170,subjects,1980s Christmas comedy films
21171,subjects,1980s Christmas drama films
21172,subjects,1980s Christmas films
21173,subjects,1980s Christmas horror films
21174,subjects,1980s English-language films
21175,subjects,1980s Finnish-language films
21176,subjects,1980s French films
21177,subjects,1980s French-language films
21178,subjects,1980s German films
21179,subjects,1980s German-language films
21180,subjects,1980s Hindi-language films
21181,subjects,1980s Hong Kong films
21182,subjects,1980s Hungarian-language films
21183,subjects,1980s Italian films
21184,subjects,1980s Italian-language films
21185,subjects,1980s Japanese films
21186,subjects,1980s Japanese-language films
21187,subjects,1980s Mandarin-language films
21188,subjects,1980s Mexican films
21189,subjects,1980s New Zealand films
21190,subjects,1980s Polish-language films
21191,subjects,1980s Romanian-language films
21192,subjects,1980s Russian-language films
21193,subjects,1980s Spanish-language films
21194,subjects,1980s Swedish films
21195,subjects,1980s Western (genre) comedy films
21196,subjects,1980s Western (genre) horror films
21197,subjects,1980s Western (genre) science fiction films
21198,subjects,1980s action adventure films
21199,subjects,1980s action comedy films
21200,subjects,1980s action comedy-drama films
21201,subjects,1980s action drama films
21202,subjects,1980s action films
21203,subjects,1980s action horror films
21204,subjects,1980s action thriller films
21205,subjects,1980s action war films
21206,subjects,1980s adventure comedy films
21207,subjects,1980s adventure drama films
21208,subjects,1980s adventure films
21209,subjects,1980s animated short films
21210,subjects,1980s animated television specials
21211,subjects,1980s avant-garde and experimental films
21212,subjects,1980s biographical drama films
21213,subjects,1980s biographical films
21214,subjects,1980s black comedy films
21215,subjects,1980s buddy comedy films
21216,subjects,1980s buddy comedy-drama films
21217,subjects,1980s buddy cop films
21218,subjects,1980s buddy drama films
21219,subjects,1980s buddy films
21220,subjects,1980s business films
21221,subjects,1980s chase films
21222,subjects,1980s children's adventure films
21223,subjects,1980s children's animated films
21224,subjects,1980s children's comedy films
21225,subjects,1980s children's drama films
21226,subjects,1980s children's fantasy films
21227,subjects,1980s children's films
21228,subjects,1980s comedy horror films
21229,subjects,1980s comedy mystery films
21230,subjects,1980s comedy road movies
21231,subjects,1980s comedy thriller films
21232,subjects,1980s coming-of-age comedy films
21233,subjects,1980s coming-of-age comedy-drama films
21234,subjects,1980s coming-of-age drama films
21235,subjects,1980s coming-of-age films
21236,subjects,1980s crime action films
21237,subjects,1980s crime comedy films
21238,subjects,1980s crime comedy-drama films
21239,subjects,1980s crime drama films
21240,subjects,1980s crime films
21241,subjects,1980s crime thriller films
21242,subjects,1980s dance films
21243,subjects,1980s disaster films
21244,subjects,1980s drama road movies
21245,subjects,1980s dystopian films
21246,subjects,1980s erotic drama films
21247,subjects,1980s erotic thriller films
21248,subjects,1980s exploitation films
21249,subjects,1980s fantasy action films
21250,subjects,1980s fantasy adventure films
21251,subjects,1980s fantasy comedy films
21252,subjects,1980s fantasy comedy-drama films
21253,subjects,1980s fantasy drama films
21254,subjects,1980s female buddy films
21255,subjects,1980s feminist films
21256,subjects,1980s gang films
21257,subjects,1980s ghost films
21258,subjects,1980s heist films
21259,subjects,1980s high school films
21260,subjects,1980s hip hop films
21261,subjects,1980s historical comedy films
21262,subjects,1980s historical drama films
21263,subjects,1980s historical films
21264,subjects,1980s historical horror films
21265,subjects,1980s historical romance films
21266,subjects,1980s horror thriller films
21267,subjects,1980s legal drama films
21268,subjects,1980s legal films
21269,subjects,1980s monster movies
21270,subjects,1980s musical comedy films
21271,subjects,1980s musical comedy-drama films
21272,subjects,1980s musical drama films
21273,subjects,1980s musical fantasy films
21274,subjects,1980s musical films
21275,subjects,1980s mystery drama films
21276,subjects,1980s mystery films
21277,subjects,1980s mystery thriller films
21278,subjects,1980s parody films
21279,subjects,1980s police comedy films
21280,subjects,1980s police films
21281,subjects,1980s police procedural films
21282,subjects,1980s political comedy films
21283,subjects,1980s political comedy-drama films
21284,subjects,1980s political drama films
21285,subjects,1980s political films
21286,subjects,1980s political thriller films
21287,subjects,1980s pregnancy films
21288,subjects,1980s prison drama films
21289,subjects,1980s prison films
21290,subjects,1980s psychological films
21291,subjects,1980s psychological horror films
21292,subjects,1980s psychological thriller films
21293,subjects,1980s rediscovered films
21294,subjects,1980s road comedy-drama films
21295,subjects,1980s road movies
21296,subjects,1980s romance films
21297,subjects,1980s romantic comedy-drama films
21298,subjects,1980s romantic fantasy films
21299,subjects,1980s romantic musical films
21300,subjects,1980s romantic thriller films
21301,subjects,1980s satirical films
21302,subjects,1980s science fiction action films
21303,subjects,1980s science fiction adventure films
21304,subjects,1980s science fiction comedy films
21305,subjects,1980s science fiction comedy-drama films
21306,subjects,1980s science fiction films
21307,subjects,1980s science fiction horror films
21308,subjects,1980s science fiction thriller films
21309,subjects,1980s science fiction war films
21310,subjects,1980s screwball comedy films
21311,subjects,1980s serial killer films
21312,subjects,1980s sex comedy films
21313,subjects,1980s slasher films
21314,subjects,1980s sports comedy films
21315,subjects,1980s sports drama films
21316,subjects,1980s sports films
21317,subjects,1980s spy action films
21318,subjects,1980s spy comedy films
21319,subjects,1980s spy films
21320,subjects,1980s spy thriller films
21321,subjects,1980s stop-motion animated films
21322,subjects,1980s superhero films
21323,subjects,1980s supernatural films
21324,subjects,1980s supernatural horror films
21325,subjects,1980s supernatural thriller films
21326,subjects,1980s teen comedy films
21327,subjects,1980s teen comedy-drama films
21328,subjects,1980s teen drama films
21329,subjects,1980s teen fantasy films
21330,subjects,1980s teen films
21331,subjects,1980s teen horror films
21332,subjects,1980s teen romance films
21333,subjects,1980s thriller drama films
21334,subjects,1980s thriller films
21335,subjects,1980s vigilante films
21336,subjects,1980s war comedy films
21337,subjects,1980s war comedy-drama films
21338,subjects,1980s war drama films
21339,subjects,1980s war films
21340,subjects,1981 Irish hunger strike
21341,subjects,1981 action thriller films
21342,subjects,1981 animated films
21343,subjects,1981 comedy films
21344,subjects,1981 comedy-drama films
21345,subjects,1981 computer-animated films
21346,subjects,1981 crime drama films
21347,subjects,1981 directorial debut films
21348,subjects,1981 documentary films
21349,subjects,1981 drama films
21350,subjects,1981 fantasy films
21351,subjects,1981 films
21352,subjects,1981 horror films
21353,subjects,1981 independent films
21354,subjects,1981 multilingual films
21355,subjects,1981 romantic comedy films
21356,subjects,1981 romantic drama films
21357,subjects,1981 soundtrack albums
21358,subjects,1982 3D films
21359,subjects,1982 LGBT-related films
21360,subjects,1982 Western (genre) films
21361,subjects,1982 action thriller films
21362,subjects,1982 animated films
21363,subjects,1982 children's films
21364,subjects,1982 comedy films
21365,subjects,1982 comedy-drama films
21366,subjects,1982 directorial debut films
21367,subjects,1982 documentary films
21368,subjects,1982 drama films
21369,subjects,1982 fantasy films
21370,subjects,1982 films
21371,subjects,1982 horror films
21372,subjects,1982 in computing
21373,subjects,1982 independent films
21374,subjects,1982 multilingual films
21375,subjects,1982 musical films
21376,subjects,1982 romantic comedy films
21377,subjects,1982 romantic drama films
21378,subjects,1982 science fiction films
21379,subjects,1982 short films
21380,subjects,1982 soundtrack albums
21381,subjects,1982 television films
21382,subjects,1982 thriller films
21383,subjects,1983 3D films
21384,subjects,1983 LGBT-related films
21385,subjects,1983 action thriller films
21386,subjects,1983 animated films
21387,subjects,1983 comedy films
21388,subjects,1983 comedy-drama films
21389,subjects,1983 crime drama films
21390,subjects,1983 directorial debut films
21391,subjects,1983 documentary films
21392,subjects,1983 drama films
21393,subjects,1983 fantasy films
21394,subjects,1983 films
21395,subjects,1983 horror films
21396,subjects,1983 in the Soviet Union
21397,subjects,1983 independent films
21398,subjects,1983 romantic comedy films
21399,subjects,1983 romantic drama films
21400,subjects,1983 science fiction films
21401,subjects,1983 soundtrack albums
21402,subjects,1983 television films
21403,subjects,1983 thriller films
21404,subjects,1984 LGBT-related films
21405,subjects,1984 action films
21406,subjects,1984 comedy films
21407,subjects,1984 comedy-drama films
21408,subjects,1984 crime drama films
21409,subjects,1984 crime films
21410,subjects,1984 directorial debut films
21411,subjects,1984 documentary films
21412,subjects,1984 drama films
21413,subjects,1984 fantasy films
21414,subjects,1984 films
21415,subjects,1984 horror films
21416,subjects,1984 independent films
21417,subjects,1984 martial arts films
21418,subjects,1984 multilingual films
21419,subjects,1984 romantic comedy films
21420,subjects,1984 romantic drama films
21421,subjects,1984 thriller films
21422,subjects,1985 LGBT-related films
21423,subjects,1985 Western (genre) films
21424,subjects,1985 action films
21425,subjects,1985 action thriller films
21426,subjects,1985 animated films
21427,subjects,1985 anime films
21428,subjects,1985 comedy films
21429,subjects,1985 comedy-drama films
21430,subjects,1985 crime drama films
21431,subjects,1985 directorial debut films
21432,subjects,1985 documentary films
21433,subjects,1985 drama films
21434,subjects,1985 fantasy films
21435,subjects,1985 films
21436,subjects,1985 horror films
21437,subjects,1985 independent films
21438,subjects,1985 martial arts films
21439,subjects,1985 multilingual films
21440,subjects,1985 romantic comedy films
21441,subjects,1985 romantic drama films
21442,subjects,1985 soundtrack albums
21443,subjects,1985 television films
21444,subjects,1985 thriller films
21445,subjects,1986 LGBT-related films
21446,subjects,1986 action films
21447,subjects,1986 action thriller films
21448,subjects,1986 animated films
21449,subjects,1986 comedy films
21450,subjects,1986 comedy-drama films
21451,subjects,1986 computer-animated films
21452,subjects,1986 controversies in the United States
21453,subjects,1986 crime drama films
21454,subjects,1986 crime films
21455,subjects,1986 directorial debut films
21456,subjects,1986 drama films
21457,subjects,1986 fantasy films
21458,subjects,1986 films
21459,subjects,1986 horror films
21460,subjects,1986 independent films
21461,subjects,1986 martial arts films
21462,subjects,1986 romance films
21463,subjects,1986 romantic comedy films
21464,subjects,1986 romantic drama films
21465,subjects,1986 short films
21466,subjects,1986 soundtrack albums
21467,subjects,1986 thriller films
21468,subjects,1987 LGBT-related films
21469,subjects,1987 Western (genre) films
21470,subjects,1987 action films
21471,subjects,1987 action thriller films
21472,subjects,1987 animated films
21473,subjects,1987 anime films
21474,subjects,1987 comedy films
21475,subjects,1987 comedy-drama films
21476,subjects,1987 crime drama films
21477,subjects,1987 direct-to-video films
21478,subjects,1987 directorial debut films
21479,subjects,1987 drama films
21480,subjects,1987 fantasy films
21481,subjects,1987 films
21482,subjects,1987 horror films
21483,subjects,1987 in American television
21484,subjects,1987 independent films
21485,subjects,1987 martial arts films
21486,subjects,1987 multilingual films
21487,subjects,1987 romantic comedy films
21488,subjects,1987 romantic drama films
21489,subjects,1987 soundtrack albums
21490,subjects,1987 television specials
21491,subjects,1987 thriller films
21492,subjects,1988 British television episodes
21493,subjects,1988 LGBT-related films
21494,subjects,1988 Western (genre) films
21495,subjects,1988 Winter Olympics
21496,subjects,1988 action films
21497,subjects,1988 action thriller films
21498,subjects,1988 animated films
21499,subjects,1988 anime films
21500,subjects,1988 comedy films
21501,subjects,1988 comedy-drama films
21502,subjects,1988 controversies
21503,subjects,1988 crime drama films
21504,subjects,1988 crime films
21505,subjects,1988 directorial debut films
21506,subjects,1988 documentary films
21507,subjects,1988 drama films
21508,subjects,1988 fantasy films
21509,subjects,1988 films
21510,subjects,1988 horror films
21511,subjects,1988 independent films
21512,subjects,1988 martial arts films
21513,subjects,1988 multilingual films
21514,subjects,1988 romance films
21515,subjects,1988 romantic comedy films
21516,subjects,1988 romantic drama films
21517,subjects,1988 science fiction films
21518,subjects,1988 soundtrack albums
21519,subjects,1988 television films
21520,subjects,1988 television specials
21521,subjects,1988 thriller films
21522,subjects,1989 British novels
21523,subjects,1989 LGBT-related films
21524,subjects,1989 action comedy films
21525,subjects,1989 action films
21526,subjects,1989 action thriller films
21527,subjects,1989 animated films
21528,subjects,1989 anime films
21529,subjects,1989 comedy films
21530,subjects,1989 comedy-drama films
21531,subjects,1989 crime drama films
21532,subjects,1989 directorial debut films
21533,subjects,1989 documentary films
21534,subjects,1989 drama films
21535,subjects,1989 fantasy films
21536,subjects,1989 films
21537,subjects,1989 horror films
21538,subjects,1989 in professional wrestling
21539,subjects,1989 independent films
21540,subjects,1989 martial arts films
21541,subjects,1989 multilingual films
21542,subjects,1989 romantic comedy films
21543,subjects,1989 romantic drama films
21544,subjects,1989 science fiction films
21545,subjects,1989 soundtrack albums
21546,subjects,1989 television specials
21547,subjects,1989 thriller films
21548,subjects,1990 LGBT-related films
21549,subjects,1990 Western (genre) films
21550,subjects,1990 action comedy films
21551,subjects,1990 action films
21552,subjects,1990 action thriller films
21553,subjects,1990 animated films
21554,subjects,1990 comedy films
21555,subjects,1990 comedy-drama films
21556,subjects,1990 crime drama films
21557,subjects,1990 crime films
21558,subjects,1990 crime thriller films
21559,subjects,1990 direct-to-video films
21560,subjects,1990 directorial debut films
21561,subjects,1990 documentary films
21562,subjects,1990 drama films
21563,subjects,1990 fantasy films
21564,subjects,1990 films
21565,subjects,1990 horror films
21566,subjects,1990 independent films
21567,subjects,1990 martial arts films
21568,subjects,1990 romance films
21569,subjects,1990 romantic comedy films
21570,subjects,1990 romantic drama films
21571,subjects,1990 science fiction films
21572,subjects,1990 thriller films
21573,subjects,1990s 3D films
21574,subjects,1990s American animated films
21575,subjects,1990s American animated television series
21576,subjects,1990s American films
21577,subjects,1990s American science fiction television series
21578,subjects,1990s American superhero comedy television series
21579,subjects,1990s Australian films
21580,subjects,1990s British animated films
21581,subjects,1990s British films
21582,subjects,1990s Canadian films
21583,subjects,1990s Canadian television miniseries
21584,subjects,1990s Cantonese-language films
21585,subjects,1990s Christmas comedy films
21586,subjects,1990s Christmas comedy-drama films
21587,subjects,1990s Christmas films
21588,subjects,1990s Christmas horror films
21589,subjects,1990s Croatian-language films
21590,subjects,1990s Danish-language films
21591,subjects,1990s Disney animated short films
21592,subjects,1990s English-language films
21593,subjects,1990s Finnish-language films
21594,subjects,1990s French films
21595,subjects,1990s French-language films
21596,subjects,1990s German films
21597,subjects,1990s German-language films
21598,subjects,1990s Greek-language films
21599,subjects,1990s Hindi-language films
21600,subjects,1990s Hong Kong films
21601,subjects,1990s Italian-language films
21602,subjects,1990s Japanese films
21603,subjects,1990s Japanese-language films
21604,subjects,1990s Korean-language films
21605,subjects,1990s Mandarin-language films
21606,subjects,1990s Mexican films
21607,subjects,1990s New Zealand films
21608,subjects,1990s Norwegian-language films
21609,subjects,1990s Russian-language films
21610,subjects,1990s Serbian-language films
21611,subjects,1990s Spanish films
21612,subjects,1990s Spanish-language films
21613,subjects,1990s Swedish films
21614,subjects,1990s Swedish-language films
21615,subjects,1990s Western (genre) comedy films
21616,subjects,1990s Western (genre) horror films
21617,subjects,1990s Western (genre) science fiction films
21618,subjects,1990s action adventure films
21619,subjects,1990s action comedy-drama films
21620,subjects,1990s action drama films
21621,subjects,1990s action films
21622,subjects,1990s action horror films
21623,subjects,1990s action war films
21624,subjects,1990s adventure comedy films
21625,subjects,1990s adventure comedy-drama films
21626,subjects,1990s adventure drama films
21627,subjects,1990s adventure films
21628,subjects,1990s adventure thriller films
21629,subjects,1990s animated short films
21630,subjects,1990s animated superhero films
21631,subjects,1990s avant-garde and experimental films
21632,subjects,1990s biographical drama films
21633,subjects,1990s biographical films
21634,subjects,1990s black comedy films
21635,subjects,1990s buddy comedy films
21636,subjects,1990s buddy comedy-drama films
21637,subjects,1990s buddy cop films
21638,subjects,1990s buddy drama films
21639,subjects,1990s buddy films
21640,subjects,1990s business films
21641,subjects,1990s chase films
21642,subjects,1990s children's adventure films
21643,subjects,1990s children's animated films
21644,subjects,1990s children's comedy films
21645,subjects,1990s children's fantasy films
21646,subjects,1990s children's films
21647,subjects,1990s comedy horror films
21648,subjects,1990s comedy mystery films
21649,subjects,1990s comedy road movies
21650,subjects,1990s comedy thriller films
21651,subjects,1990s coming-of-age comedy films
21652,subjects,1990s coming-of-age comedy-drama films
21653,subjects,1990s coming-of-age drama films
21654,subjects,1990s coming-of-age films
21655,subjects,1990s crime action films
21656,subjects,1990s crime comedy films
21657,subjects,1990s crime comedy-drama films
21658,subjects,1990s crime drama films
21659,subjects,1990s crime films
21660,subjects,1990s dance films
21661,subjects,1990s disaster films
21662,subjects,1990s drama films
21663,subjects,1990s drama road movies
21664,subjects,1990s dystopian films
21665,subjects,1990s erotic drama films
21666,subjects,1990s erotic films
21667,subjects,1990s erotic thriller films
21668,subjects,1990s exploitation films
21669,subjects,1990s fantasy action films
21670,subjects,1990s fantasy adventure films
21671,subjects,1990s fantasy comedy films
21672,subjects,1990s fantasy comedy-drama films
21673,subjects,1990s fantasy drama films
21674,subjects,1990s fantasy films
21675,subjects,1990s female buddy films
21676,subjects,1990s feminist films
21677,subjects,1990s gang films
21678,subjects,1990s ghost films
21679,subjects,1990s heist films
21680,subjects,1990s high school films
21681,subjects,1990s hip hop films
21682,subjects,1990s historical adventure films
21683,subjects,1990s historical comedy-drama films
21684,subjects,1990s historical drama films
21685,subjects,1990s historical films
21686,subjects,1990s historical romance films
21687,subjects,1990s horror drama films
21688,subjects,1990s horror thriller films
21689,subjects,1990s independent films
21690,subjects,1990s legal drama films
21691,subjects,1990s legal films
21692,subjects,1990s martial arts comedy films
21693,subjects,1990s mockumentary films
21694,subjects,1990s monster movies
21695,subjects,1990s musical comedy films
21696,subjects,1990s musical comedy-drama films
21697,subjects,1990s musical drama films
21698,subjects,1990s musical fantasy films
21699,subjects,1990s musical films
21700,subjects,1990s mystery comedy-drama films
21701,subjects,1990s mystery drama films
21702,subjects,1990s mystery films
21703,subjects,1990s mystery thriller films
21704,subjects,1990s parody films
21705,subjects,1990s police comedy films
21706,subjects,1990s police films
21707,subjects,1990s police procedural films
21708,subjects,1990s political comedy films
21709,subjects,1990s political comedy-drama films
21710,subjects,1990s political drama films
21711,subjects,1990s political films
21712,subjects,1990s political thriller films
21713,subjects,1990s pregnancy films
21714,subjects,1990s prison drama films
21715,subjects,1990s prison films
21716,subjects,1990s psychological drama films
21717,subjects,1990s psychological horror films
21718,subjects,1990s psychological thriller films
21719,subjects,1990s rediscovered films
21720,subjects,1990s road comedy-drama films
21721,subjects,1990s road movies
21722,subjects,1990s romance films
21723,subjects,1990s romantic comedy-drama films
21724,subjects,1990s romantic fantasy films
21725,subjects,1990s romantic musical films
21726,subjects,1990s romantic thriller films
21727,subjects,1990s satirical films
21728,subjects,1990s science fiction action films
21729,subjects,1990s science fiction adventure films
21730,subjects,1990s science fiction comedy films
21731,subjects,1990s science fiction comedy-drama films
21732,subjects,1990s science fiction drama films
21733,subjects,1990s science fiction films
21734,subjects,1990s science fiction horror films
21735,subjects,1990s science fiction thriller films
21736,subjects,1990s screwball comedy films
21737,subjects,1990s serial killer films
21738,subjects,1990s sex comedy films
21739,subjects,1990s slasher films
21740,subjects,1990s sports comedy films
21741,subjects,1990s sports comedy-drama films
21742,subjects,1990s sports drama films
21743,subjects,1990s sports films
21744,subjects,1990s spy action films
21745,subjects,1990s spy comedy films
21746,subjects,1990s spy drama films
21747,subjects,1990s spy films
21748,subjects,1990s spy thriller films
21749,subjects,1990s stop-motion animated films
21750,subjects,1990s superhero comedy films
21751,subjects,1990s superhero films
21752,subjects,1990s supernatural films
21753,subjects,1990s supernatural horror films
21754,subjects,1990s supernatural thriller films
21755,subjects,1990s teen comedy films
21756,subjects,1990s teen comedy-drama films
21757,subjects,1990s teen drama films
21758,subjects,1990s teen fantasy films
21759,subjects,1990s teen films
21760,subjects,1990s teen horror films
21761,subjects,1990s teen romance films
21762,subjects,1990s thriller drama films
21763,subjects,1990s thriller films
21764,subjects,1990s vigilante films
21765,subjects,1990s war comedy-drama films
21766,subjects,1990s war drama films
21767,subjects,1990s war films
21768,subjects,1991 LGBT-related films
21769,subjects,1991 Perfect Storm
21770,subjects,1991 Western (genre) films
21771,subjects,1991 action comedy films
21772,subjects,1991 action films
21773,subjects,1991 action thriller films
21774,subjects,1991 adventure films
21775,subjects,1991 animated films
21776,subjects,1991 comedy films
21777,subjects,1991 comedy-drama films
21778,subjects,1991 controversies
21779,subjects,1991 crime drama films
21780,subjects,1991 crime films
21781,subjects,1991 crime thriller films
21782,subjects,1991 directorial debut films
21783,subjects,1991 documentary films
21784,subjects,1991 drama films
21785,subjects,1991 fantasy films
21786,subjects,1991 films
21787,subjects,1991 horror films
21788,subjects,1991 independent films
21789,subjects,1991 martial arts films
21790,subjects,1991 multilingual films
21791,subjects,1991 musical films
21792,subjects,1991 romantic comedy films
21793,subjects,1991 romantic drama films
21794,subjects,1991 science fiction films
21795,subjects,1991 thriller films
21796,subjects,1991 video albums
21797,subjects,1992 LGBT-related films
21798,subjects,1992 Tonight Show conflict
21799,subjects,1992 United States presidential election
21800,subjects,1992 Western (genre) films
21801,subjects,1992 action comedy films
21802,subjects,1992 action films
21803,subjects,1992 action thriller films
21804,subjects,1992 comedy films
21805,subjects,1992 comedy-drama films
21806,subjects,1992 crime drama films
21807,subjects,1992 crime films
21808,subjects,1992 crime thriller films
21809,subjects,1992 directorial debut films
21810,subjects,1992 documentary films
21811,subjects,1992 drama films
21812,subjects,1992 fantasy films
21813,subjects,1992 films
21814,subjects,1992 horror films
21815,subjects,1992 in Christianity
21816,subjects,1992 in the environment
21817,subjects,1992 independent films
21818,subjects,1992 martial arts films
21819,subjects,1992 multilingual films
21820,subjects,1992 musical films
21821,subjects,1992 plays
21822,subjects,1992 romantic comedy films
21823,subjects,1992 romantic drama films
21824,subjects,1992 singles
21825,subjects,1992 television films
21826,subjects,1992 thriller films
21827,subjects,1993 American television series debuts
21828,subjects,1993 LGBT-related films
21829,subjects,1993 Western (genre) films
21830,subjects,1993 action comedy films
21831,subjects,1993 action thriller films
21832,subjects,1993 animated films
21833,subjects,1993 anime films
21834,subjects,1993 comedy films
21835,subjects,1993 comedy-drama films
21836,subjects,1993 crime drama films
21837,subjects,1993 crime films
21838,subjects,1993 crime thriller films
21839,subjects,1993 direct-to-video films
21840,subjects,1993 directorial debut films
21841,subjects,1993 documentary films
21842,subjects,1993 drama films
21843,subjects,1993 fantasy films
21844,subjects,1993 films
21845,subjects,1993 horror films
21846,subjects,1993 in chess
21847,subjects,1993 independent films
21848,subjects,1993 martial arts films
21849,subjects,1993 multilingual films
21850,subjects,1993 romantic comedy films
21851,subjects,1993 romantic drama films
21852,subjects,1993 science fiction films
21853,subjects,1993 television films
21854,subjects,1993 thriller films
21855,subjects,1994 LGBT-related films
21856,subjects,1994 Western (genre) films
21857,subjects,1994 action comedy films
21858,subjects,1994 action films
21859,subjects,1994 action thriller films
21860,subjects,1994 animated films
21861,subjects,1994 comedy films
21862,subjects,1994 comedy-drama films
21863,subjects,1994 crime drama films
21864,subjects,1994 crime thriller films
21865,subjects,1994 direct-to-video films
21866,subjects,1994 directorial debut films
21867,subjects,1994 documentary films
21868,subjects,1994 drama films
21869,subjects,1994 fantasy films
21870,subjects,1994 films
21871,subjects,1994 horror films
21872,subjects,1994 independent films
21873,subjects,1994 martial arts films
21874,subjects,1994 romantic comedy films
21875,subjects,1994 romantic drama films
21876,subjects,1994 science fiction films
21877,subjects,1994 short films
21878,subjects,1994 television films
21879,subjects,1994 thriller films
21880,subjects,1994 video games
21881,subjects,1995 LGBT-related films
21882,subjects,1995 Rugby World Cup
21883,subjects,1995 Western (genre) films
21884,subjects,1995 action comedy films
21885,subjects,1995 action drama films
21886,subjects,1995 action films
21887,subjects,1995 action thriller films
21888,subjects,1995 animated films
21889,subjects,1995 children's films
21890,subjects,1995 comedy films
21891,subjects,1995 comedy-drama films
21892,subjects,1995 computer-animated films
21893,subjects,1995 crime drama films
21894,subjects,1995 crime thriller films
21895,subjects,1995 direct-to-video films
21896,subjects,1995 directorial debut films
21897,subjects,1995 documentary films
21898,subjects,1995 drama films
21899,subjects,1995 fantasy films
21900,subjects,1995 films
21901,subjects,1995 hoaxes
21902,subjects,1995 horror films
21903,subjects,1995 independent films
21904,subjects,1995 martial arts films
21905,subjects,1995 multilingual films
21906,subjects,1995 romantic comedy films
21907,subjects,1995 romantic drama films
21908,subjects,1995 science fiction films
21909,subjects,1995 short films
21910,subjects,1995 television films
21911,subjects,1995 thriller films
21912,subjects,1996 LGBT-related films
21913,subjects,1996 Western (genre) films
21914,subjects,1996 action comedy films
21915,subjects,1996 action thriller films
21916,subjects,1996 animated films
21917,subjects,1996 comedy films
21918,subjects,1996 comedy-drama films
21919,subjects,1996 crime drama films
21920,subjects,1996 crime thriller films
21921,subjects,1996 direct-to-video films
21922,subjects,1996 directorial debut films
21923,subjects,1996 documentary films
21924,subjects,1996 drama films
21925,subjects,1996 films
21926,subjects,1996 horror films
21927,subjects,1996 independent films
21928,subjects,1996 martial arts films
21929,subjects,1996 multilingual films
21930,subjects,1996 romantic comedy films
21931,subjects,1996 romantic drama films
21932,subjects,1996 science fiction films
21933,subjects,1996 singles
21934,subjects,1996 television films
21935,subjects,1996 thriller films
21936,subjects,1997 LGBT-related films
21937,subjects,1997 action comedy films
21938,subjects,1997 action films
21939,subjects,1997 action thriller films
21940,subjects,1997 animated films
21941,subjects,1997 anime films
21942,subjects,1997 comedy films
21943,subjects,1997 comedy-drama films
21944,subjects,1997 crime drama films
21945,subjects,1997 crime thriller films
21946,subjects,1997 direct-to-video films
21947,subjects,1997 directorial debut films
21948,subjects,1997 documentary films
21949,subjects,1997 drama films
21950,subjects,1997 fantasy films
21951,subjects,1997 films
21952,subjects,1997 horror films
21953,subjects,1997 independent films
21954,subjects,1997 live albums
21955,subjects,1997 martial arts films
21956,subjects,1997 multilingual films
21957,subjects,1997 musical films
21958,subjects,1997 romantic comedy films
21959,subjects,1997 romantic drama films
21960,subjects,1997 science fiction films
21961,subjects,1997 soundtrack albums
21962,subjects,1997 television films
21963,subjects,1997 thriller films
21964,subjects,1998 American television series debuts
21965,subjects,1998 American television series endings
21966,subjects,1998 LGBT-related films
21967,subjects,1998 Western (genre) films
21968,subjects,1998 action comedy films
21969,subjects,1998 action drama films
21970,subjects,1998 action films
21971,subjects,1998 action thriller films
21972,subjects,1998 animated films
21973,subjects,1998 anime films
21974,subjects,1998 children's films
21975,subjects,1998 comedy films
21976,subjects,1998 comedy-drama films
21977,subjects,1998 computer-animated films
21978,subjects,1998 crime drama films
21979,subjects,1998 crime films
21980,subjects,1998 crime thriller films
21981,subjects,1998 direct-to-video films
21982,subjects,1998 directorial debut films
21983,subjects,1998 documentary films
21984,subjects,1998 drama films
21985,subjects,1998 fantasy films
21986,subjects,1998 films
21987,subjects,1998 horror films
21988,subjects,1998 in American television
21989,subjects,1998 in cannabis
21990,subjects,1998 independent films
21991,subjects,1998 martial arts films
21992,subjects,1998 multilingual films
21993,subjects,1998 musical films
21994,subjects,1998 romantic comedy films
21995,subjects,1998 romantic drama films
21996,subjects,1998 science fiction films
21997,subjects,1998 short films
21998,subjects,1998 soundtrack albums
21999,subjects,1998 television films
22000,subjects,1999 LGBT-related films
22001,subjects,1999 Western (genre) films
22002,subjects,1999 action comedy films
22003,subjects,1999 action films
22004,subjects,1999 action thriller films
22005,subjects,1999 animated films
22006,subjects,1999 children's films
22007,subjects,1999 comedy films
22008,subjects,1999 comedy-drama films
22009,subjects,1999 compilation albums
22010,subjects,1999 computer-animated films
22011,subjects,1999 crime drama films
22012,subjects,1999 crime films
22013,subjects,1999 crime thriller films
22014,subjects,1999 direct-to-video films
22015,subjects,1999 directorial debut films
22016,subjects,1999 documentary films
22017,subjects,1999 drama films
22018,subjects,1999 fantasy films
22019,subjects,1999 films
22020,subjects,1999 hoaxes
22021,subjects,1999 horror films
